Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Variant SKU,Variant Inventory Tracker,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Requires Shipping,Variant Taxable,Image Src,Image Alt Text,Status
silicone-kit,Platinum-Cure Silicone Kit,"<p>Two-part platinum-cure silicone for fingertip pads, grip skins and compliant covers. Mixes 1:1 by weight, cures without shrinking, and takes pigment.</p><ul><li>Shore A20 — grippy without being sticky</li><li>1:1 mix, no scale gymnastics</li><li>Platinum cure: no shrinkage, no inhibition on PLA</li><li>Includes mixing cups, stirrers and a degassing tip sheet</li></ul><h3>Material</h3><table><tr><th>Type</th><td>Platinum-cure (addition) silicone</td></tr><tr><th>Hardness</th><td>Shore A20</td></tr><tr><th>Mix ratio</th><td>1:1 by weight</td></tr><tr><th>Pot life</th><td>30 min at 23 °C</td></tr><tr><th>Cure time</th><td>6 h at 23 °C, 20 min at 65 °C</td></tr></table><h3>Contents</h3><table><tr><th>Quantity</th><td>2 × 500 g</td></tr><tr><th>Extras</th><td>Cups, stirrers, gloves</td></tr><tr><th>Tensile strength</th><td>3.5 MPa</td></tr></table>",MABEL Robotics,,hardware,"orca,hand,silicone,casting",TRUE,Title,Default Title,MR-HW-SIL,shopify,continue,manual,59.00,TRUE,TRUE,https://robotmabel.github.io/store/assets/img/products/silicone-kit.svg,Platinum-Cure Silicone Kit,active
filament-pla-white,"PLA Basic, Jade White","<p>MABEL's covers, sensor mounts and trim. Prints clean and takes an edge break without splintering.</p><ul><li>1.75 mm, 1 kg on a spool</li><li>Dimensional tolerance ±0.03 mm</li><li>RFID spool, recognised automatically on Bambu printers</li><li>Bulk pricing from four spools</li></ul><h3>Filament</h3><table><tr><th>Diameter</th><td>1.75 mm ±0.03</td></tr><tr><th>Net weight</th><td>1 kg</td></tr><tr><th>Nozzle temperature</th><td>190–230 °C</td></tr><tr><th>Bed temperature</th><td>35–45 °C</td></tr></table><h3>Notes</h3><table><tr><th>Nozzle</th><td>Any</td></tr><tr><th>Drying</th><td>Not required</td></tr></table>",Bambu Lab,,hardware,"mabel,3d-printing",TRUE,Title,Default Title,MR-HW-PLAWHITE,shopify,continue,manual,34.00,TRUE,TRUE,https://robotmabel.github.io/store/assets/img/products/filament-pla-white.svg,"PLA Basic, Jade White",active
filament-pla-black,"PLA Basic, Black","<p>The ORCA hand frames — the highest-wear printed parts on the robot.</p><ul><li>1.75 mm, 1 kg on a spool</li><li>Dimensional tolerance ±0.03 mm</li><li>RFID spool, recognised automatically on Bambu printers</li><li>Bulk pricing from four spools</li></ul><h3>Filament</h3><table><tr><th>Diameter</th><td>1.75 mm ±0.03</td></tr><tr><th>Net weight</th><td>1 kg</td></tr><tr><th>Nozzle temperature</th><td>190–230 °C</td></tr><tr><th>Bed temperature</th><td>35–45 °C</td></tr></table><h3>Notes</h3><table><tr><th>Nozzle</th><td>Any</td></tr><tr><th>Drying</th><td>Not required</td></tr></table>",Bambu Lab,,hardware,"mabel,3d-printing",TRUE,Title,Default Title,MR-HW-PLABLACK,shopify,continue,manual,34.00,TRUE,TRUE,https://robotmabel.github.io/store/assets/img/products/filament-pla-black.svg,"PLA Basic, Black",active
filament-petg-cf,"PETG-CF, Black","<p>Carbon-filled PETG for brackets that see load and heat. Stiffer than PLA and it does not creep at 40 °C.</p><ul><li>1.75 mm, 1 kg on a spool</li><li>Dimensional tolerance ±0.03 mm</li><li>Dried and vacuum sealed at the factory</li><li>Bulk pricing from four spools</li></ul><h3>Filament</h3><table><tr><th>Diameter</th><td>1.75 mm ±0.03</td></tr><tr><th>Net weight</th><td>1 kg</td></tr><tr><th>Nozzle temperature</th><td>240–270 °C</td></tr><tr><th>Bed temperature</th><td>70–90 °C</td></tr></table><h3>Notes</h3><table><tr><th>Nozzle</th><td>Hardened steel required</td></tr><tr><th>Drying</th><td>8 h at 65 °C if opened</td></tr></table>",MABEL Robotics,,hardware,"mabel,3d-printing",TRUE,Title,Default Title,MR-HW-PETGCF,shopify,continue,manual,49.00,TRUE,TRUE,https://robotmabel.github.io/store/assets/img/products/filament-petg-cf.svg,"PETG-CF, Black",active
cable-chain,Cable Drag Chain,<p>Keeps a moving harness from becoming a failed harness. Openable links so you can add a cable later without pulling the whole loom.</p><ul><li>Links open on one side — re-route without disassembly</li><li>10 × 20 mm inner section</li><li>2 m with both end brackets</li><li>Rated to five million cycles</li></ul><h3>Chain</h3><table><tr><th>Inner section</th><td>10 × 20 mm</td></tr><tr><th>Bend radius</th><td>28 mm</td></tr><tr><th>Length</th><td>2 m</td></tr><tr><th>Material</th><td>Reinforced nylon</td></tr></table><h3>Rating</h3><table><tr><th>Cycle life</th><td>5 million</td></tr><tr><th>Temperature</th><td>−20 to 100 °C</td></tr><tr><th>Ends</th><td>2 mounting brackets included</td></tr></table>,MABEL Robotics,,hardware,"harness,linear",TRUE,Title,Default Title,MR-HW-DRAG,shopify,continue,manual,24.00,TRUE,TRUE,https://robotmabel.github.io/store/assets/img/products/cable-chain.svg,Cable Drag Chain,active
damiao-usb2can,DAMIAO USB-to-CAN Adapter,"<p>The first thing you plug in. A USB-CAN bridge that enumerates as a serial port on macOS, Linux and Windows, so you can scan a bus, set a node ID and spin a joint before any of it is bolted to a robot.</p><ul><li>Enumerates as a CDC serial port — no kernel module on macOS</li><li>1 Mbit/s CAN, the rate every DAMIAO and CyberGear joint expects</li><li>Bus-powered, with a switchable 120 Ω termination</li><li>Works with the DAMIAO, CyberGear and CANopen tooling as shipped</li></ul><h3>Bus</h3><table><tr><th>Protocol</th><td>CAN 2.0A / 2.0B</td></tr><tr><th>Bit rate</th><td>Up to 1 Mbit/s</td></tr><tr><th>Termination</th><td>Switchable 120 Ω</td></tr><tr><th>Isolation</th><td>None (bench tool)</td></tr></table><h3>Host</h3><table><tr><th>Interface</th><td>USB 2.0, Type-C</td></tr><tr><th>Enumeration</th><td>USB CDC serial</td></tr><tr><th>Drivers</th><td>None required on macOS or Linux</td></tr><tr><th>Tooling</th><td>DAMIAO debug app, python-can via slcan</td></tr></table>",DAMIAO,,electronics,"mabel,can,bench,usb",TRUE,Title,Default Title,MR-EL-U2C,shopify,continue,manual,44.00,TRUE,TRUE,https://robotmabel.github.io/store/assets/img/products/damiao-usb2can.svg,DAMIAO USB-to-CAN Adapter,active
can-hub,CAN Bus Hub,"<p>Turns one CAN run into six short drops, so a six-joint arm is one cable to the controller instead of six daisy chains that fail one connector at a time.</p><ul><li>Six drops from one trunk</li><li>Switchable termination at the end of the bus</li><li>Screw terminals and JST-GH on every drop</li><li>Per-drop activity LED</li></ul><h3>Bus</h3><table><tr><th>Drops</th><td>6</td></tr><tr><th>Bit rate</th><td>Up to 1 Mbit/s</td></tr><tr><th>Termination</th><td>Switchable 120 Ω</td></tr><tr><th>Connectors</th><td>Screw terminal + JST-GH</td></tr></table><h3>Physical</h3><table><tr><th>Supply</th><td>Pass-through 24 V</td></tr><tr><th>Indicators</th><td>Per-drop TX/RX LED</td></tr></table>",DAMIAO,,electronics,"can,harness",TRUE,Title,Default Title,MR-EL-CANHUB,shopify,continue,manual,18.99,TRUE,TRUE,https://robotmabel.github.io/store/assets/img/products/can-hub.svg,CAN Bus Hub,active
servo-ttl-driver,ST/SC Bus Servo Driver Board,"<p>Puts a whole TTL servo chain on one USB port. One board per ORCA hand drives all seventeen servos at 1 Mbit, and the same board is how you set servo IDs in the first place.</p><ul><li>1 Mbit half-duplex TTL, up to 253 servos on a chain</li><li>USB-UART bridge — appears as a serial port</li><li>The tool for assigning servo IDs during a hand build</li><li>One per ORCA hand</li></ul><h3>Bus</h3><table><tr><th>Protocol</th><td>Feetech ST/SC half-duplex TTL</td></tr><tr><th>Bit rate</th><td>Up to 1 Mbit/s</td></tr><tr><th>Devices</th><td>Up to 253 per chain</td></tr></table><h3>Host</h3><table><tr><th>Interface</th><td>USB, CDC serial</td></tr><tr><th>Servo power</th><td>Separate input, up to 12 V</td></tr><tr><th>Compatibility</th><td>STS, SCS and HL series</td></tr></table>",Feetech,,electronics,"mabel,orca,hand,ttl",TRUE,Title,Default Title,MR-EL-TTL,shopify,continue,manual,4.99,TRUE,TRUE,https://robotmabel.github.io/store/assets/img/products/servo-ttl-driver.svg,ST/SC Bus Servo Driver Board,active
servo-splitter,Bus Servo Power Splitter,"<p>Eight 5264 terminals off one supply, so sixteen finger servos draw from a proper distribution point instead of a chain of pass-through connectors.</p><ul><li>Eight 5264 drops from one input</li><li>Signal passes through, power is star-fed</li><li>Removes the voltage droop at the end of a long servo chain</li><li>One per hand</li></ul><h3>Distribution</h3><table><tr><th>Drops</th><td>8 × 5264</td></tr><tr><th>Input</th><td>5264, up to 12 V</td></tr><tr><th>Current</th><td>10 A total</td></tr><tr><th>Topology</th><td>Star power, bussed signal</td></tr></table><h3>Physical</h3><table><tr><th>Mounting</th><td>4 × M2</td></tr><tr><th>Size</th><td>48 × 32 mm</td></tr></table>",Feetech,,electronics,"mabel,orca,hand,power",TRUE,Title,Default Title,MR-EL-5264,shopify,continue,manual,3.99,TRUE,TRUE,https://robotmabel.github.io/store/assets/img/products/servo-splitter.svg,Bus Servo Power Splitter,active
buck-24-12,"Buck Converter, 24 V → 12 V","<p>Feeds the 12 V rail every bus servo and camera hub wants from the robot's 24 V pack.</p><ul><li>Synchronous rectification — runs cool at load</li><li>Screw terminals, not barrel jacks</li><li>Adjustable output, factory set</li><li>Fits the MABEL power tray</li></ul><h3>Electrical</h3><table><tr><th>Input</th><td>18–36 V DC</td></tr><tr><th>Output</th><td>12 V, 10 A</td></tr><tr><th>Efficiency</th><td>96% typical</td></tr><tr><th>Protection</th><td>Over-current, over-temperature, reverse polarity</td></tr></table><h3>Physical</h3><table><tr><th>Terminals</th><td>Screw, 12 AWG</td></tr><tr><th>Cooling</th><td>Anodised heatsink body</td></tr></table>",MABEL Robotics,,electronics,"mabel,power",TRUE,Title,Default Title,MR-EL-BUCK2412,shopify,continue,manual,29.00,TRUE,TRUE,https://robotmabel.github.io/store/assets/img/products/buck-24-12.svg,"Buck Converter, 24 V → 12 V",active
buck-24-5,"Buck Converter, 24 V → 5 V","<p>The logic rail. Enough headroom to run a Pi, a hub and the sensor boards without sag.</p><ul><li>Synchronous rectification — runs cool at load</li><li>Screw terminals, not barrel jacks</li><li>Adjustable output, factory set</li><li>Fits the MABEL power tray</li></ul><h3>Electrical</h3><table><tr><th>Input</th><td>18–36 V DC</td></tr><tr><th>Output</th><td>5 V, 8 A</td></tr><tr><th>Efficiency</th><td>94% typical</td></tr><tr><th>Protection</th><td>Over-current, over-temperature</td></tr></table><h3>Physical</h3><table><tr><th>Terminals</th><td>Screw, 12 AWG</td></tr><tr><th>Cooling</th><td>Anodised heatsink body</td></tr></table>",MABEL Robotics,,electronics,"mabel,power",TRUE,Title,Default Title,MR-EL-BUCK245,shopify,continue,manual,19.00,TRUE,TRUE,https://robotmabel.github.io/store/assets/img/products/buck-24-5.svg,"Buck Converter, 24 V → 5 V",active
power-distribution,Power Distribution Board,"<p>One board between the battery and everything else. Eight individually fused outputs, current sense on each, and an e-stop input that cuts actuator power without cutting the computer — so the robot stops but the log keeps writing.</p><ul><li>Eight fused outputs, blade fuses, per-rail LED</li><li>Actuator rails drop on e-stop; the compute rail does not</li><li>Current sense on every rail, readable over I²C</li><li>Bolt-down XT60 input, ring terminals on the load side</li></ul><h3>Distribution</h3><table><tr><th>Input</th><td>24 V DC, XT60, 60 A</td></tr><tr><th>Outputs</th><td>8, individually fused</td></tr><tr><th>Fuses</th><td>Blade, 5–30 A</td></tr><tr><th>Sense</th><td>INA219 per rail, I²C</td></tr></table><h3>Safety</h3><table><tr><th>E-stop</th><td>Hardware latch, actuator rails only</td></tr><tr><th>Compute rail</th><td>Always on, separately fused</td></tr><tr><th>Indicators</th><td>Per-rail LED, blown-fuse detect</td></tr></table>",MABEL Robotics,,electronics,"mabel,power,safety",TRUE,Title,Default Title,MR-EL-PDB,shopify,continue,manual,59.00,TRUE,TRUE,https://robotmabel.github.io/store/assets/img/products/power-distribution.svg,Power Distribution Board,active
estop-kit,Hardware E-Stop Kit,"<p>An e-stop that works when the software does not. A latching mushroom head drives a contactor that de-energises the actuator bus in hardware — no firmware, no CAN, no host involved.</p><ul><li>De-energises actuators independently of the host</li><li>Latching mushroom head, twist to release</li><li>Normally-closed contacts: a broken wire stops the robot</li><li>Pre-made harness, no crimping</li></ul><h3>Switch</h3><table><tr><th>Type</th><td>Latching mushroom, twist release</td></tr><tr><th>Contacts</th><td>2 × NC</td></tr><tr><th>Rating</th><td>10 A at 250 V AC / 24 V DC</td></tr></table><h3>Contactor</h3><table><tr><th>Coil</th><td>24 V DC</td></tr><tr><th>Switching</th><td>60 A DC</td></tr><tr><th>Fail-safe</th><td>Normally open — loss of coil power stops the robot</td></tr></table>",MABEL Robotics,,electronics,"safety,power",TRUE,Title,Default Title,MR-EL-ESTOP,shopify,continue,manual,79.00,TRUE,TRUE,https://robotmabel.github.io/store/assets/img/products/estop-kit.svg,Hardware E-Stop Kit,active
fuse-box,Blade Fuse Distribution Box,"<p>Twelve fused circuits with an LED on each holder that lights when the fuse is gone. The five-dollar part that saves an hour of continuity testing.</p><ul><li>12 circuits, standard ATO/ATC blade fuses</li><li>LED per holder lights on a blown fuse</li><li>Bus bar input, ring terminal outputs</li><li>Transparent cover, gasket sealed</li></ul><h3>Distribution</h3><table><tr><th>Circuits</th><td>12</td></tr><tr><th>Fuse type</th><td>ATO/ATC blade</td></tr><tr><th>Max per circuit</th><td>30 A</td></tr><tr><th>Total</th><td>100 A</td></tr></table><h3>Physical</h3><table><tr><th>Cover</th><td>Transparent, gasketed</td></tr><tr><th>Input</th><td>M6 stud</td></tr></table>",MABEL Robotics,,electronics,"mabel,power",TRUE,Title,Default Title,MR-EL-FUSE,shopify,continue,manual,24.00,TRUE,TRUE,https://robotmabel.github.io/store/assets/img/products/fuse-box.svg,Blade Fuse Distribution Box,active
connector-xt,XT60 / XT30 Connector Kit,"<p>The power connectors that do not melt. Gold-plated bullets in a nylon shell, in both sizes a robot uses.</p><ul><li>10 pairs XT60, 10 pairs XT30</li><li>Gold-plated contacts</li><li>Pre-cut heatshrink included</li><li>Keyed shells — cannot be plugged in reversed</li></ul><h3>Contents</h3><table><tr><th>Housings</th><td>120</td></tr><tr><th>Contacts</th><td>600</td></tr><tr><th>Tool</th><td>Heatshrink set</td></tr></table><h3>Rating</h3><table><tr><th>Current</th><td>60 A (XT60) / 30 A (XT30)</td></tr><tr><th>Plating</th><td>Gold</td></tr></table>",MABEL Robotics,,electronics,"harness,connectors",TRUE,Title,Default Title,MR-EL-XT,shopify,continue,manual,29.00,TRUE,TRUE,https://robotmabel.github.io/store/assets/img/products/connector-xt.svg,XT60 / XT30 Connector Kit,active
connector-jst,JST-GH / JST-XH Connector Kit,"<p>Signal connectors and the tool that makes them. JST-GH for anything that moves, XH for anything that does not.</p><ul><li>JST-GH 1.25 mm, 2–6 pin</li><li>JST-XH 2.54 mm, 2–6 pin</li><li>Ratcheting crimper included</li><li>600 contacts, 120 housings</li></ul><h3>Contents</h3><table><tr><th>Housings</th><td>120</td></tr><tr><th>Contacts</th><td>600</td></tr><tr><th>Tool</th><td>Ratcheting crimper</td></tr></table><h3>Rating</h3><table><tr><th>Current</th><td>3 A per contact</td></tr><tr><th>Plating</th><td>Gold</td></tr></table>",MABEL Robotics,,electronics,"harness,connectors",TRUE,Title,Default Title,MR-EL-JST,shopify,continue,manual,49.00,TRUE,TRUE,https://robotmabel.github.io/store/assets/img/products/connector-jst.svg,JST-GH / JST-XH Connector Kit,active
harness-arm,Arm Harness Set,"<p>The wiring for a dual-arm build, made up and tested: the loom itself, a CAN hub, an e-stop, a power adapter board and the supply. It is an evening of crimping you do not have to do, and one fewer intermittent fault to chase.</p><ul><li>Complete loom for both arms, labelled at both ends</li><li>CAN hub and power adapter board included</li><li>E-stop in line</li><li>Continuity and hi-pot tested before it ships</li></ul><h3>Contents</h3><table><tr><th>Loom</th><td>Both arms, 7 DOF each</td></tr><tr><th>Hub</th><td>CAN, 6 drops</td></tr><tr><th>Safety</th><td>In-line e-stop</td></tr><tr><th>Supply</th><td>24 V PSU included</td></tr></table><h3>Build</h3><table><tr><th>Labelling</th><td>Both ends of every conductor</td></tr><tr><th>Sleeving</th><td>Braided, heat-shrunk terminations</td></tr><tr><th>Test</th><td>Continuity and insulation tested</td></tr></table>",MABEL Robotics,,electronics,"mabel,arm,harness,power",TRUE,Title,Default Title,MR-EL-HRNA,shopify,continue,manual,179.00,TRUE,TRUE,https://robotmabel.github.io/store/assets/img/products/harness-arm.svg,Arm Harness Set,active
usb-hub,Powered USB 3 Hub,"<p>Cameras are demanding USB citizens. An externally powered hub keeps four global-shutter streams alive without browning out when they all start at once.</p><ul><li>Seven USB 3 ports, externally powered</li><li>Per-port power switching</li><li>Metal case, DIN or flat mount</li><li>Feeds MABEL's whole camera tree</li></ul><h3>Ports</h3><table><tr><th>Downstream</th><td>7 × USB 3.0, 5 Gbit/s</td></tr><tr><th>Upstream</th><td>USB-B 3.0</td></tr><tr><th>Per-port current</th><td>0.9 A</td></tr></table><h3>Power</h3><table><tr><th>Supply</th><td>External 12 V, 4 A</td></tr><tr><th>Switching</th><td>Per port</td></tr><tr><th>Case</th><td>Aluminium</td></tr></table>",MABEL Robotics,,electronics,"mabel,cameras,usb",TRUE,Title,Default Title,MR-EL-HUB,shopify,continue,manual,109.00,TRUE,TRUE,https://robotmabel.github.io/store/assets/img/products/usb-hub.svg,Powered USB 3 Hub,active
net-switch,2.5 GbE Managed Switch,"<p>The onboard network spine. Four 2.5 GbE copper ports for the compute and sensors, two 10 G SFP+ cages for the link off the robot.</p><ul><li>4 × 2.5G BASE-T, 2 × 10G SFP+</li><li>Managed: VLANs, port mirroring, LACP</li><li>Fanless</li><li>12 V input — runs straight off the robot's rail</li></ul><h3>Ports</h3><table><tr><th>Copper</th><td>4 × 2.5G BASE-T</td></tr><tr><th>Fibre/DAC</th><td>2 × 10G SFP+</td></tr><tr><th>Switching capacity</th><td>60 Gbit/s</td></tr></table><h3>Management</h3><table><tr><th>Features</th><td>VLAN, port mirroring, LACP, QoS</td></tr><tr><th>Cooling</th><td>Fanless</td></tr><tr><th>Supply</th><td>12 V DC</td></tr></table>",MABEL Robotics,,electronics,"mabel,network",TRUE,Title,Default Title,MR-EL-SW25,shopify,continue,manual,69.00,TRUE,TRUE,https://robotmabel.github.io/store/assets/img/products/net-switch.svg,2.5 GbE Managed Switch,active
battery-pack,24 V Li-ion Battery Pack,"<p>The pack that lets the robot leave the bench. Integrated BMS with cell balancing, over-current and over-discharge cut-out, and a fuel gauge you can read over the wire.</p><ul><li>24 V nominal, 20 Ah — around 90 minutes of mixed driving and manipulation</li><li>BMS with balancing and over-discharge protection</li><li>XT60 output, standard barrel charge input</li><li>Two fit MABEL's base tray</li></ul><h3>Cells</h3><table><tr><th>Chemistry</th><td>Li-ion 18650</td></tr><tr><th>Configuration</th><td>7S</td></tr><tr><th>Nominal voltage</th><td>25.9 V</td></tr><tr><th>Capacity</th><td>20 Ah / 518 Wh</td></tr></table><h3>Protection</h3><table><tr><th>BMS</th><td>Balancing, OCP, OVP, UVP, short circuit</td></tr><tr><th>Continuous discharge</th><td>30 A</td></tr><tr><th>Charge</th><td>29.4 V, 5 A max</td></tr><tr><th>Output</th><td>XT60</td></tr></table>",MABEL Robotics,,electronics,"mabel,power",TRUE,Title,Default Title,MR-EL-BATT,shopify,continue,manual,64.00,TRUE,TRUE,https://robotmabel.github.io/store/assets/img/products/battery-pack.svg,24 V Li-ion Battery Pack,active
pico,Raspberry Pi Pico,"<p>The small brain for a single loop. MABEL runs the lift leadscrew from one.</p><ul><li>Dual Cortex-M0+ at 133 MHz</li><li>Programmable I/O — bit-bang any protocol</li><li>MicroPython or C SDK</li><li>Runs MABEL's lift control loop</li></ul><h3>Specification</h3><table><tr><th>MCU</th><td>RP2040, dual Cortex-M0+ at 133 MHz</td></tr><tr><th>Memory</th><td>264 kB SRAM, 2 MB flash</td></tr><tr><th>I/O</th><td>26 GPIO, 3 × ADC, 2 × PIO blocks</td></tr><tr><th>Interface</th><td>Micro-USB</td></tr></table>",MABEL Robotics,,electronics,"mabel,compute,control",TRUE,Title,Default Title,MR-EL-PICO,shopify,continue,manual,24.00,TRUE,TRUE,https://robotmabel.github.io/store/assets/img/products/pico.svg,Raspberry Pi Pico,active
teensy41,Teensy 4.1,"<p>When the loop has to close at 500 Hz across three CAN buses, this is the board that does it. MABEL uses two — one for the base, one for the arms, torso and neck.</p><ul><li>Cortex-M7 at 600 MHz</li><li>Three CAN buses, two of them CAN FD</li><li>Ethernet with the add-on kit</li><li>Two run MABEL's low-level control</li></ul><h3>Specification</h3><table><tr><th>MCU</th><td>i.MX RT1062, Cortex-M7 at 600 MHz</td></tr><tr><th>Memory</th><td>1 MB RAM, 8 MB flash</td></tr><tr><th>Buses</th><td>3 × CAN (2 × CAN FD), 8 × serial, 3 × SPI, 3 × I²C</td></tr><tr><th>Timing</th><td>Hardware-timed loops to 500 Hz+</td></tr></table>",MABEL Robotics,,electronics,"mabel,compute,control",TRUE,Title,Default Title,MR-EL-TEENSY41,shopify,continue,manual,44.00,TRUE,TRUE,https://robotmabel.github.io/store/assets/img/products/teensy41.svg,Teensy 4.1,active
bts7960,BTS7960 Motor Driver,"<p>A big, dumb, reliable H-bridge. Drives the lift column's brushed motor from a Pico.</p><ul><li>43 A continuous, brushed DC</li><li>Isolated logic side</li><li>Current sense output</li><li>Drives MABEL's lift column</li></ul><h3>Specification</h3><table><tr><th>Topology</th><td>Dual half-bridge (BTS7960B)</td></tr><tr><th>Current</th><td>43 A continuous</td></tr><tr><th>Supply</th><td>5.5–27 V</td></tr><tr><th>Control</th><td>PWM, up to 25 kHz</td></tr></table>",MABEL Robotics,,electronics,"mabel,compute,control",TRUE,Title,Default Title,MR-EL-BTS7960,shopify,continue,manual,13.99,TRUE,TRUE,https://robotmabel.github.io/store/assets/img/products/bts7960.svg,BTS7960 Motor Driver,active
cable-usb-c-a,"USB-C to USB-A Cable, 4-pack","<p>Four cameras, four cables. USB 3 rated, short enough not to coil, with a right-angle end so a wrist camera does not fight its own cable.</p><ul><li>USB 3.0, 5 Gbit/s — enough for a global-shutter stream</li><li>1 m: no coil to manage</li><li>Right-angle end available</li><li>Head cam, two wrist cams and the base cam</li></ul><h3>Cable</h3><table><tr><th>Standard</th><td>USB 3.0, 5 Gbit/s</td></tr><tr><th>Length</th><td>1 m</td></tr><tr><th>Connectors</th><td>USB-C to USB-A</td></tr><tr><th>Shielding</th><td>Braided + foil</td></tr></table>",MABEL Robotics,,electronics,"mabel,cameras,usb",TRUE,Title,Default Title,MR-EL-USBCA,shopify,continue,manual,9.99,TRUE,TRUE,https://robotmabel.github.io/store/assets/img/products/cable-usb-c-a.svg,"USB-C to USB-A Cable, 4-pack",active
sleeving,Braided Cable Sleeving Set,"<p>Self-closing braid in the two sizes a robot loom needs. Wraps an existing bundle without unplugging anything.</p><ul><li>Self-closing — wrap a finished loom</li><li>6 mm and 12 mm, 5 m of each</li><li>Cut with a hot knife, no fraying</li><li>Abrasion resistant at joint pass-throughs</li></ul><h3>Sleeving</h3><table><tr><th>Sizes</th><td>6 mm and 12 mm</td></tr><tr><th>Length</th><td>5 m of each</td></tr><tr><th>Type</th><td>Self-closing PET braid</td></tr><tr><th>Temperature</th><td>−50 to 150 °C</td></tr></table>",MABEL Robotics,,electronics,"mabel,harness",TRUE,Title,Default Title,MR-EL-SLV,shopify,continue,manual,11.99,TRUE,TRUE,https://robotmabel.github.io/store/assets/img/products/sleeving.svg,Braided Cable Sleeving Set,active
led-eyes,LED Matrix Eye Panels,"<p>What makes a robot read as alive rather than switched on. A matched pair of LED matrices with a diffuser, driven over one SPI link, with the blink and saccade animations already written.</p><ul><li>Matched pair, 32 × 16 each</li><li>Cast acrylic diffuser — pixels become an eye</li><li>One SPI link drives both</li><li>Open animation set: blink, saccade, squint, sleep</li></ul><h3>Display</h3><table><tr><th>Resolution</th><td>32 × 16 per eye</td></tr><tr><th>Colour</th><td>Single colour, 8-bit dim</td></tr><tr><th>Refresh</th><td>200 Hz</td></tr><tr><th>Diffuser</th><td>Cast acrylic, 2 mm</td></tr></table><h3>Interface</h3><table><tr><th>Bus</th><td>SPI, both panels on one chain</td></tr><tr><th>Supply</th><td>5 V, 1.2 A peak</td></tr><tr><th>Library</th><td>Open source, Python and C</td></tr></table>",MABEL Robotics,,electronics,"mabel,hri,head",TRUE,Title,Default Title,MR-EL-EYES,shopify,continue,manual,54.00,TRUE,TRUE,https://robotmabel.github.io/store/assets/img/products/led-eyes.svg,LED Matrix Eye Panels,active
realsense-d405,Intel RealSense D405,"<p>A depth camera focused where manipulation actually happens: 7 to 50 cm from the gripper. Global shutter on both imagers, so a moving wrist does not smear the geometry it is about to grasp.</p><ul><li>Metric depth from 7 cm — most depth cameras start past the grasp</li><li>Global shutter stereo pair at 1280 × 720, 90 fps</li><li>No projector needed at close range</li><li>Two of these are MABEL's maximum-tier wrist option</li></ul><h3>Imaging</h3><table><tr><th>Depth resolution</th><td>1280 × 720</td></tr><tr><th>Depth frame rate</th><td>Up to 90 fps</td></tr><tr><th>Shutter</th><td>Global</td></tr><tr><th>Range</th><td>7–50 cm</td></tr><tr><th>Depth accuracy</th><td>< 2% at 50 cm</td></tr></table><h3>Optics</h3><table><tr><th>Field of view</th><td>87° × 58°</td></tr><tr><th>RGB</th><td>From the same stereo pair</td></tr><tr><th>Baseline</th><td>18 mm</td></tr></table><h3>Interface</h3><table><tr><th>Connection</th><td>USB 3.1 Gen 1, Type-C</td></tr><tr><th>SDK</th><td>librealsense2, ROS 2 wrapper</td></tr><tr><th>Mass</th><td>62 g</td></tr></table>",Intel,,sensors,"mabel,wrist,depth,global-shutter",TRUE,Title,Default Title,MR-SEN-D405,shopify,continue,manual,349.00,TRUE,TRUE,https://robotmabel.github.io/store/assets/img/products/realsense-d405.svg,Intel RealSense D405,active
realsense-d435i,Intel RealSense D435i,"<p>The general-purpose depth camera. Wide field of view, an IMU on the same clock as the imagers, and the range to see a room rather than a workspace.</p><ul><li>Depth to 10 m, 87° × 58° field of view</li><li>Onboard IMU, hardware-synchronised to the frames</li><li>IR projector for texture-poor surfaces</li><li>MABEL's optional base camera for overhangs and table edges</li></ul><h3>Imaging</h3><table><tr><th>Depth resolution</th><td>1280 × 720</td></tr><tr><th>Depth frame rate</th><td>Up to 90 fps</td></tr><tr><th>Shutter</th><td>Global (depth), rolling (RGB)</td></tr><tr><th>Range</th><td>0.3–10 m</td></tr></table><h3>Optics</h3><table><tr><th>Depth FOV</th><td>87° × 58°</td></tr><tr><th>RGB</th><td>1920 × 1080 at 30 fps</td></tr><tr><th>Projector</th><td>IR pattern</td></tr></table><h3>Interface</h3><table><tr><th>IMU</th><td>6-axis, frame-synchronised</td></tr><tr><th>Connection</th><td>USB 3.1 Gen 1, Type-C</td></tr><tr><th>SDK</th><td>librealsense2</td></tr></table>",Intel,,sensors,"head,base,depth,imu",TRUE,Title,Default Title,MR-SEN-D435I,shopify,continue,manual,389.00,TRUE,TRUE,https://robotmabel.github.io/store/assets/img/products/realsense-d435i.svg,Intel RealSense D435i,active
